"AIRPORT_ID","AIRPORT","DISPLAY_AIRPORT_NAME","DISPLAY_AIRPORT_CITY_NAME_FULL","AIRPORT_COUNTRY_NAME","LATITUDE","LONGITUDE","AIRPORT_IS_LATEST",
10476,"BAD","Barksdale AFB","Shreveport, LA","United States",32.50194444,-93.66250000,1,
10477,"BAE","Barcelonnette Airport","Barcelonnette, France","France",44.38333333,6.63333333,1,
10478,"BAF","Barnes Municipal","Westfield, MA","United States",42.16000000,-72.71638889,0,
10478,"BAF","Barnes Municipal","Westfield, MA","United States",42.15805556,-72.71583333,0,
10478,"BAF","Westfield Barnes Regional","Westfield, MA","United States",42.15805556,-72.71583333,1,
10479,"BAG","Baguio Airport","Baguio, Philippines","Philippines",16.37666667,120.61777778,0,
10479,"BAG","Baguio Airport","Baguio, Philippines","Philippines",16.37500000,120.61972222,0,
10479,"BAG","Baguio Airport","Baguio, Philippines","Philippines",16.37500000,120.61888889,1,
10480,"BAH","Bahrain International","Manama, Bahrain","Bahrain",26.27083333,50.63750000,0,
10480,"BAH","Bahrain International","Manama, Bahrain","Bahrain",26.26805556,50.63694444,1,
10481,"BAI","Buenos Aires Airport","Buenos Aires, Costa Rica","Costa Rica",9.16583333,-83.33250000,0,
10481,"BAI","Buenos Aires Airport","Buenos Aires, Costa Rica","Costa Rica",9.16361111,-83.33000000,1,
10482,"BAK","Bina International","Baku, U.S.S.R.","U.S.S.R.",40.46750000,50.04666667,0,
10482,"BAK","Bina International","Baku, Azerbaijan","Azerbaijan",40.46750000,50.04666667,0,
10482,"GYD","Heydar Aliyev International","Baku, Azerbaijan","Azerbaijan",40.46750000,50.04666667,0,
10482,"GYD","Heydar Aliyev International","Baku, Azerbaijan","Azerbaijan",40.46972222,50.05166667,0,
10482,"GYD","Heydar Aliyev International","Baku, Azerbaijan","Azerbaijan",40.47222222,50.04944444,1,
10483,"BAL","Batman Airport","Batman, Turkey","Turkey",37.93166667,41.11888889,0,
10483,"BAL","Batman Airport","Batman, Turkey","Turkey",37.92888889,41.11666667,1,
10484,"BAM","Lander County","Battle Mountain, NV","United States",40.59750000,-116.87222222,0,
10484,"BAM","Battle Mountain Airport","Battle Mountain, NV","United States",40.59916667,-116.87444444,1,
10485,"BAO","Udorn AB","Ban Mak Khaeng, Thailand","Thailand",17.38305556,102.80000000,1,
10486,"BAQ","Ernesto Cortissoz International","Barranquilla, Colombia","Colombia",10.89611111,-74.77888889,0,
10486,"BAQ","Ernesto Cortissoz","Barranquilla, Colombia","Colombia",10.88944444,-74.78055556,1,
10487,"BAR","Baker AAF","Baker Island, AK","United States",55.36666667,-133.60000000,1,
10488,"BAT","Barth Airport","Barth, East Germany","East Germany",54.33888889,12.71138889,1,
10489,"BAU","Bauru Airport","Bauru, Brazil","Brazil",-22.34500000,-49.05388889,0,
10489,"BAU","Bauru-Arealva","Bauru, Brazil","Brazil",-22.15777778,-49.06833333,0,
10489,"BAU","Bauru-Arealva","Bauru, Brazil","Brazil",-22.16111111,-49.07000000,1,
10490,"BAV","Baotou Airport","Baotou, China","China",40.66666667,109.98333333,0,
10490,"BAV","Baotou Airport","Baotou, China","China",40.55944444,109.99833333,1,
10491,"BAX","Barnaul Airport","Barnaul, Russia","Russia",53.36388889,83.54194444,0,
10491,"BAX","Barnaul Airport","Barnaul, Russia","Russia",53.36333333,83.53972222,0,
10491,"BAX","Barnaul Airport","Barnaul, Russia","Russia",53.36333333,83.53944444,0,
10491,"BAX","Barnaul Airport","Barnaul, Russia","Russia",53.36333333,83.53972222,1,
10492,"BAY","Baia Mare Airport","Baia Mare, Romania","Romania",47.65000000,23.46666667,0,
10492,"BAY","Baia Mare Airport","Baia Mare, Romania","Romania",47.65833333,23.46611111,1,
10493,"BBA","Balmaceda Airport","Balmaceda, Chile","Chile",-45.91666667,-71.69500000,0,
10493,"BBA","Balmaceda Airport","Balmaceda, Chile","Chile",-45.91611111,-71.68944444,1,
10494,"BBC","Bay City Municipal","Bay City, TX","United States",28.97305556,-95.86333333,0,
10494,"BBC","Bay City Municipal","Bay City, TX","United States",28.97333333,-95.86333333,1,
10495,"BBF","N Eng Heliport","Burlington, MA","United States",42.50833333,-71.18333333,1,
10497,"BBI","Bhubaneswar Airport","Bhubaneswar, India","India",20.24361111,85.82000000,0,
10497,"BBI","Bhubaneswar Airport","Bhubaneswar, India","India",20.24444444,85.81777778,1,
10498,"BBO","Berbera International","Berbera, Somalia","Somalia",10.39166667,44.95000000,0,
10498,"BBO","Berbera International","Berbera, Somalia","Somalia",10.38916667,44.94111111,0,
10498,"BBO","Berbera International","Berbera, Somalia","Somalia",10.38916667,44.94138889,1,
10499,"BBQ","Cocoa Point","Barbuda, Antigua and Barbuda - UK","Antigua and Barbuda - UK",17.55555556,-61.76500000,0,
10499,"BBQ","Cocoa Point","Barbuda, Antigua and Barbuda","Antigua and Barbuda",17.55555556,-61.76500000,1,
10500,"BBR","Baillif","Basse Terre, Guadeloupe","Guadeloupe",16.01611111,-61.73888889,0,
10500,"BBR","Baillif","Basse Terre, Guadeloupe","Guadeloupe",16.01333333,-61.74222222,0,
10500,"BBR","Baillif","Basse Terre, Guadeloupe","Guadeloupe",16.01361111,-61.74305556,1,
10501,"BBS","Blackbushe Airport","Blackbushe, United Kingdom","United Kingdom",51.32444444,-0.84055556,0,
10501,"BBS","Blackbushe Airport","Blackbushe, United Kingdom","United Kingdom",51.32388889,-0.84750000,1,
10502,"BBT","Berberati Airport","Berberati, Central African Republic","Central African Republic",4.21916667,15.78805556,0,
10502,"BBT","Berberati Airport","Berberati, Central African Republic","Central African Republic",4.22138889,15.78638889,0,
10502,"BBT","Berberati Airport","Berberati, Central African Republic","Central African Republic",4.22166667,15.78638889,1,
10503,"BBU","Baneasa","Bucharest, Romania","Romania",44.50000000,26.10000000,0,
10503,"BBU","Aurel Vlaicu","Bucharest, Romania","Romania",44.50333333,26.10277778,0,
10503,"BBU","Baneasa Aurel Vlaicu","Bucharest, Romania","Romania",44.50333333,26.10277778,1,
10504,"BBX","Blue Bell Airport","Blue Bell, PA","United States",40.13666667,-75.26750000,0,
10504,"BBX","Wings Field","Blue Bell, PA","United States",40.13666667,-75.26750000,0,
10504,"BBX","Wings Field","Blue Bell, PA","United States",40.13750000,-75.26527778,1,
10505,"BBY","Bambari Airport","Bambari, Central African Republic","Central African Republic",5.84583333,20.64972222,0,
10505,"BBY","Bambari Airport","Bambari, Central African Republic","Central African Republic",5.84583333,20.64972222,0,
10505,"BBY","Bambari Airport","Bambari, Central African Republic","Central African Republic",5.84694444,20.64972222,1,
10506,"BBZ","Zambezi Airport","Zambezi, Zambia","Zambia",-13.53722222,23.11000000,0,
10506,"BBZ","Zambezi Airport","Zambezi, Zambia","Zambia",-13.53750000,23.10777778,1,
10507,"BCA","Gustavo Rizo","Baracoa, Cuba","Cuba",20.36444444,-74.50638889,0,
10507,"BCA","Gustavo Rizo","Baracoa, Cuba","Cuba",20.36527778,-74.50611111,1,
10508,"BCB","Virginia Tech/Montgomery Executive","Blacksburg, VA","United States",37.20722222,-80.40694444,0,
10508,"BCB","Virginia Tech/Montgomery Executive","Blacksburg, VA","United States",37.20777778,-80.40777778,1,
10509,"BCC","Bear Creek Airport","Bear Creek, AK","United States",57.61750000,-155.86722222,1,
10510,"BCD","Bacolod Airport","Bacolod, Philippines","Philippines",10.64250000,122.92972222,1,
10511,"BCE","Bryce Canyon Airport","Bryce Canyon, UT","United States",37.70638889,-112.14472222,0,
10511,"BCE","Bryce Canyon Airport","Bryce Canyon, UT","United States",37.70638889,-112.14583333,1,
10512,"BCH","Baucau Airport","Baucau, East Timor","East Timor",-8.49305556,126.40055556,0,
10512,"BCH","Cakung","Baucau, Timor-Leste","Timor-Leste",-8.49305556,126.40055556,0,
10512,"BCH","Cakung","Baucau, Timor-Leste","Timor-Leste",-8.48555556,126.39944444,1,
10513,"BCI","Barcaldine Airport","Barcaldine, Australia","Australia",-23.55916667,145.30194444,0,
10513,"BCI","Barcaldine Airport","Barcaldine, Australia","Australia",-23.56527778,145.30666667,1,
10514,"BCJ","Baca Grande","Crestone, CO","United States",37.96666667,-105.76666667,1,
10515,"BCL","Barra del Colorado Airport","Barra del Colorado, Costa Rica","Costa Rica",10.76777778,-83.58583333,0,
10515,"BCL","Barra del Colorado Airport","Barra del Colorado, Costa Rica","Costa Rica",10.76861111,-83.58555556,1,
10516,"BCM","Bacau Airport","Bacau, Romania","Romania",46.59861111,26.88194444,0,
10516,"BCM","Bacau Airport","Bacau, Romania","Romania",46.52194444,26.91027778,1,
10517,"BCN","Barcelona Airport","Barcelona, Spain","Spain",41.30277778,2.09444444,0,
10517,"BCN","Barcelona Airport","Barcelona, Spain","Spain",41.29694444,2.07833333,0,
10517,"BCN","Barcelona-El Prat","Barcelona, Spain","Spain",41.29694444,2.07833333,1,
10518,"BCS","Southern Seaplane","Belle Chasse, LA","United States",29.86611111,-90.02222222,1,
10519,"BCT","Boca Raton Public","Boca Raton, FL","United States",26.37083333,-80.10833333,1,
10520,"BCY","Bulchi Airport","Bulchi, Ethiopia","Ethiopia",6.29222222,36.88722222,1,
10521,"BDA","Bermuda NAS Kindley Field","Hamilton, Bermuda","Bermuda",32.36333333,-64.67805556,0,
10521,"BDA","Bermuda International","Hamilton, Bermuda","Bermuda",32.36416667,-64.67861111,0,
10521,"BDA","L. F. Wade International","Hamilton, Bermuda","Bermuda",32.36416667,-64.67861111,1,
10522,"BDB","Bundaberg Airport","Bundaberg, Australia","Australia",-24.90583333,152.32083333,0,
10522,"BDB","Bundaberg Airport","Bundaberg, Australia","Australia",-24.90388889,152.31861111,1,
10523,"BDE","Baudette International","Baudette, MN","United States",48.72083333,-94.60000000,0,
10523,"BDE","Baudette International","Baudette, MN","United States",48.72833333,-94.61222222,1,
10524,"BDG","Blanding Municipal","Blanding, UT","United States",37.58277778,-109.48250000,0,
10524,"BDG","Blanding Municipal","Blanding, UT","United States",37.58333333,-109.48333333,1,
10525,"BDH","Bandar Lengeh Airport","Bandar Lengeh, Iran","Iran",26.53138889,54.82361111,0,
10525,"BDH","Bandar Lengeh Airport","Bandar Lengeh, Iran","Iran",26.53222222,54.82472222,1,
10526,"BDI","Bird Island Airport","Bird Island, Seychelles","Seychelles",-3.72416667,55.20527778,0,
10526,"BDI","Bird Island Airport","Bird Island, Seychelles","Seychelles",-3.72416667,55.20555556,1,
10527,"BDJ","Syamsudin Noor","Bandjarmasin, Indonesia","Indonesia",-3.44222222,114.76277778,1,
10528,"BDK","Bondoukou/Soko","Bondoukou, Cote d'Ivoire","Cote d'Ivoire",8.01833333,-2.75833333,0,
10528,"BDK","Bondoukou/Soko","Bondoukou, Cote d'Ivoire","Cote d'Ivoire",8.01777778,-2.76222222,0,
10528,"BDK","Bondoukou/Soko","Bondoukou, Cote d'Ivoire","Cote d'Ivoire",8.01750000,-2.76222222,1,
10529,"BDL","Bradley International","Hartford, CT","United States",41.93861111,-72.68333333,0,
10529,"BDL","Bradley International","Hartford, CT","United States",41.93750000,-72.68305556,0,
10529,"BDL","Bradley International","Hartford, CT","United States",41.93888889,-72.68333333,0,
10529,"BDL","Bradley International","Hartford, CT","United States",41.93916667,-72.68333333,1,
10530,"BDM","Bandirma Airport","Bandirma, Turkey","Turkey",40.31833333,27.97722222,0,
10530,"BDM","Bandirma Airport","Bandirma, Turkey","Turkey",40.31805556,27.97750000,0,
10530,"BDM","Bandirma Airport","Bandirma, Turkey","Turkey",40.31805556,27.97777778,1,
10531,"BDN","Talhar","Badin, Pakistan","Pakistan",24.84166667,68.83888889,0,
10531,"BDN","Talhar","Badin, Pakistan","Pakistan",24.84194444,68.83833333,1,
10532,"BDO","Husein Sastranegara","Bandung, Indonesia","Indonesia",-6.90166667,107.57583333,0,
10532,"BDO","Husein Sastranegara","Bandung, Indonesia","Indonesia",-6.90055556,107.57638889,0,
10532,"BDO","Husein Sastranegara","Bandung, Indonesia","Indonesia",-6.90194444,107.57500000,1,
10533,"BDP","Chandragadhi","Bhadrapur/Chandragadhi, Nepal","Nepal",26.57166667,88.08000000,0,
10533,"BDP","Chandragadhi","Bhadrapur/Chandragadhi, Nepal","Nepal",26.57083333,88.07888889,1,
10534,"BDQ","Baroda Airport","Baroda, India","India",22.32916667,73.22083333,0,
10534,"BDQ","Vadodara Airport","Vadodara, India","India",22.32916667,73.22083333,0,
10534,"BDQ","Vadodara Airport","Vadodara, India","India",22.33611111,73.22638889,1,
10535,"BDR","Igor I Sikorsky Memorial","Bridgeport, CT","United States",41.16416667,-73.12444444,0,
10535,"BDR","Igor I Sikorsky Memorial","Bridgeport, CT","United States",41.16333333,-73.12611111,1,
10536,"BDS","Brindisi/Casale","Brindisi, Italy","Italy",40.65805556,17.94666667,0,
10536,"BDS","Casale","Brindisi, Italy","Italy",40.65833333,17.94694444,1,
10537,"BDU","Bardufoss Airport","Bardufoss, Norway","Norway",69.05611111,18.54000000,0,
10537,"BDU","Bardufoss Airport","Bardufoss, Norway","Norway",69.05583333,18.54027778,0,
10537,"BDU","Bardufoss Airport","Bardufoss, Norway","Norway",69.05583333,18.53888889,1,
10538,"BDY","Bandon State","Bandon, OR","United States",43.08750000,-124.40833333,0,
10538,"BDY","Bandon State","Bandon, OR","United States",43.08638889,-124.40777778,1,
10539,"BEB","Benbecula Airport","Benbecula, United Kingdom","United Kingdom",57.48222222,-7.36472222,0,
10539,"BEB","Benbecula Airport","Benbecula, United Kingdom","United Kingdom",57.48111111,-7.36277778,0,
10539,"BEB","Benbecula Airport","Benbecula, United Kingdom","United Kingdom",57.48055556,-7.36388889,1,
10540,"BED","Laurence G Hanscom Field","Bedford, MA","United States",42.47083333,-71.29000000,0,
10540,"BED","Laurence G Hanscom Field","Bedford, MA","United States",42.47000000,-71.28916667,0,
10540,"BED","Laurence G Hanscom Field","Bedford, MA","United States",42.47000000,-71.28888889,1,
10541,"BEF","Bluefields International","Bluefields, Nicaragua","Nicaragua",11.99694444,-83.76861111,0,
10541,"BEF","Bluefields International","Bluefields, Nicaragua","Nicaragua",11.99083333,-83.77416667,0,
10541,"BEF","Bluefields Airport","Bluefields, Nicaragua","Nicaragua",11.99083333,-83.77416667,1,
10542,"BEG","Belgrade International","Belgrade, Yugoslavia","Yugoslavia",44.81916667,20.31222222,0,
10542,"BEG","Belgrade International","Belgrade, Yugoslavia","Yugoslavia",44.81916667,20.31222222,0,
10542,"BEG","Beograd","Belgrade, FRY","FRY",44.81833333,20.31305556,0,
10542,"BEG","Beograd","Belgrade, Serbia and Montenegro","Serbia and Montenegro",44.81833333,20.31305556,0,
10542,"BEG","Belgrade Nikola Tesla","Belgrade, Serbia","Serbia",44.81833333,20.31305556,0,
10542,"BEG","Beograd","Belgrade, Serbia","Serbia",44.81833333,20.30916667,1,
10543,"BEH","Ross Field","Benton Harbor/St. Joseph, MI","United States",42.12777778,-86.42833333,0,
10543,"BEH","Southwest Michigan Regional","Benton Harbor/St. Joseph, MI","United States",42.12861111,-86.42861111,0,
10543,"BEH","Southwest Michigan Regional","Benton Harbor/St. Joseph, MI","United States",42.12861111,-86.42611111,1,
10544,"BEI","Beica Airport","Beica, Ethiopia","Ethiopia",9.39166667,34.53333333,0,
10544,"BEI","Beica Airport","Beica, Ethiopia","Ethiopia",9.39138889,34.51944444,1,
10545,"BEL","Val de Cans International","Belem, Brazil","Brazil",-1.37888889,-48.47555556,0,
10545,"BEL","Val de Cans International","Belem, Brazil","Brazil",-1.37916667,-48.47638889,1,
10547,"BEN","Benina","Benghazi, Libya","Libya",32.09583333,20.27500000,0,
10547,"BEN","Benina","Benghazi, Libya","Libya",32.09694444,20.26944444,0,
10547,"BEN","Benina","Benghazi, Libya","Libya",32.09694444,20.26944444,0,
10547,"BEN","Benina International","Benghazi, Libya","Libya",32.09694444,20.26944444,1,
10548,"BEO","Aeropelican","Newcastle, Australia","Australia",-33.06611111,151.64805556,1,
10549,"BER","Berlin Metropolitan Area","Berlin, Berlin","Berlin",52.51166667,13.40250000,0,
10549,"BER","Berlin Metropolitan Area","Berlin, Germany","Germany",52.51166667,13.40138889,1,
10550,"BES","Brest/Guipavas","Brest, France","France",48.44722222,-4.42055556,0,
10550,"BES","Bretagne","Brest, France","France",48.44777778,-4.41861111,0,
10550,"BES","Brest Bretagne","Brest, France","France",48.44777778,-4.41861111,1,
10551,"BET","Bethel Airport","Bethel, AK","United States",60.78444444,-161.83138889,0,
10551,"BET","Bethel Airport","Bethel, AK","United States",60.77861111,-161.83722222,1,
10552,"BEU","Bedourie North","Bedourie, Australia","Australia",-24.23000000,139.44500000,1,
10553,"BEV","Teyman","Beersheba, Israel","Israel",31.28333333,34.71666667,0,
10553,"BEV","Teyman","Beersheba, Israel","Israel",31.28638889,34.72250000,0,
10553,"BEV","Teyman","Beersheba, Israel","Israel",31.28666667,34.72305556,1,
10554,"BEW","Beira Airport","Beira, Mozambique","Mozambique",-19.79444444,34.91194444,0,
10554,"BEW","Beira Airport","Beira, Mozambique","Mozambique",-19.79638889,34.90777778,1,
10555,"BEY","Beirut International","Beirut, Lebanon","Lebanon",33.81277778,35.49027778,0,
10555,"BEY","Rafic Hariri International","Beirut, Lebanon","Lebanon",33.81805556,35.48388889,0,
10555,"BEY","Rafic Hariri International","Beirut, Lebanon","Lebanon",33.81916667,35.49000000,1,
10556,"BFB","Blue Fox Bay Airport","Blue Fox Bay, AK","United States",58.18333333,-152.13333333,1,
10557,"BFD","Bradford Regional","Bradford, PA","United States",41.80222222,-78.63944444,0,
10557,"BFD","Bradford Regional","Bradford, PA","United States",41.80305556,-78.64000000,1,
10558,"BFF","William B. Heilig Field","Scottsbluff, NE","United States",41.87527778,-103.60111111,0,
10558,"BFF","Western Neb. Regional/William B. Heilig Field","Scottsbluff, NE","United States",41.87527778,-103.60111111,0,
10558,"BFF","Western Neb. Regional/William B. Heilig Field","Scottsbluff, NE","United States",41.87416667,-103.59555556,1,
10559,"BFI","King County Airport-Boeing Field","Seattle, WA","United States",47.52888889,-122.29944444,0,
10559,"BFI","Boeing Field/King County International","Seattle, WA","United States",47.53000000,-122.30194444,1,
10560,"BFK","Buckley Air National Guard Base","Aurora, CO","United States",39.70166667,-104.75166667,0,
10560,"BFK","Buckley AFB","Aurora, CO","United States",39.70166667,-104.75166667,1,
10561,"BFL","Meadows Field","Bakersfield, CA","United States",35.43000000,-119.05222222,0,
10561,"BFL","Meadows Field","Bakersfield, CA","United States",35.43361111,-119.05666667,0,
10561,"BFL","Meadows Field","Bakersfield, CA","United States",35.43388889,-119.05777778,1,
10562,"BFM","Mobile Aerospace","Mobile, AL","United States",30.62638889,-88.06805556,0,
10562,"BFM","Mobile Downtown","Mobile, AL","United States",30.62666667,-88.06805556,1,
10563,"BFN","Bloemfontein International","Bloemfontein, South Africa","South Africa",-29.09222222,26.30277778,0,
10563,"BFN","Bloemfontein International","Bloemfontein, South Africa","South Africa",-29.09277778,26.30250000,0,
10563,"BFN","Bram Fischer International","Bloemfontein, South Africa","South Africa",-29.09277778,26.30250000,1,
10564,"BFO","Buffalo Range Airport","Buffalo Range, Rhodesia","Rhodesia",-21.00916667,31.57916667,0,
10564,"BFO","Buffalo Range Airport","Buffalo Range, Zimbabwe","Zimbabwe",-21.00916667,31.57916667,0,
10564,"BFO","Buffalo Range Airport","Buffalo Range, Zimbabwe","Zimbabwe",-21.00805556,31.57861111,1,
10565,"BFP","Beaver County","Beaver Falls, PA","United States",40.77222222,-80.39111111,0,
10565,"BFP","Beaver County","Beaver Falls, PA","United States",40.77250000,-80.39138889,1,
10566,"BFQ","Bahia de Pinas Airport","Bahia de Pinas, Panama","Panama",7.58333333,-78.20000000,1,
10567,"BFR","Virgil I Grissom Municipal","Bedford, IN","United States",38.84000000,-86.44527778,0,
10567,"BFR","Virgil I Grissom Municipal","Bedford, IN","United States",38.84000000,-86.44527778,1,
10568,"BFS","Belfast International (Aldergrove)","Belfast, United Kingdom","United Kingdom",54.65416667,-6.22500000,0,
10568,"BFS","Aldergrove","Belfast, United Kingdom","United Kingdom",54.65750000,-6.21583333,0,
10568,"BFS","Belfast Aldergrove","Belfast, United Kingdom","United Kingdom",54.65750000,-6.21583333,1,
10569,"BFT","Beaufort County","Beaufort, SC","United States",32.41194444,-80.63472222,0,
10569,"BFT","Beaufort County","Beaufort, SC","United States",32.41222222,-80.63444444,1,
10570,"BGA","Palonegro","Bucaramanga, Colombia","Colombia",7.12611111,-73.18472222,0,
10570,"BGA","Palonegro","Bucaramanga, Colombia","Colombia",7.12666667,-73.18472222,1,
10571,"BGB","Booue Airport","Booue, Gabon","Gabon",-0.10666667,11.93888889,0,
10571,"BGB","Booue Airport","Booue, Gabon","Gabon",-0.10750000,11.94361111,1,
10572,"BGD","Hutchinson County","Borger, TX","United States",35.70083333,-101.39305556,0,
10572,"BGD","Hutchinson County","Borger, TX","United States",35.70083333,-101.39361111,1,
10573,"BGE","Decatur County Industrial Air Park","Bainbridge, GA","United States",30.97166667,-84.63750000,0,
10573,"BGE","Decatur County Industrial Air Park","Bainbridge, GA","United States",30.97166667,-84.63694444,1,
10574,"BGF","Bangui-M'Poko","Bangui, Central African Republic","Central African Republic",4.39611111,18.52027778,0,
10574,"BGF","Bangui-M'Poko","Bangui, Central African Republic","Central African Republic",4.39944444,18.51944444,1,
10575,"BGI","Grantley Adams International","Barbados/Bridgetown, Barbados","Barbados",13.07222222,-59.49305556,0,
10575,"BGI","Grantley Adams International","Barbados/Bridgetown, Barbados","Barbados",13.07472222,-59.49250000,0,
10575,"BGI","Grantley Adams International","Barbados/Bridgetown, Barbados","Barbados",13.07472222,-59.49222222,1,
10576,"BGL","Baglung Airport","Baglung, Nepal","Nepal",28.21361111,83.66527778,0,
10576,"BGL","Baglung Airport","Baglung, Nepal","Nepal",28.21277778,83.66638889,0,
10576,"BGL","Baglung Airport","Baglung, Nepal","Nepal",28.21277778,83.66527778,0,
10576,"BGL","Baglung Airport","Baglung, Nepal","Nepal",28.21277778,83.66638889,0,
10576,"BGL","Baglung Airport","Baglung, Nepal","Nepal",28.21361111,83.66611111,1,
10577,"BGM","Greater Binghamton/Edwin A. Link Field","Binghamton, NY","United States",42.20138889,-75.96916667,0,
10577,"BGM","Greater Binghamton/Edwin A. Link Field","Binghamton, NY","United States",42.20861111,-75.97972222,0,
10577,"BGM","Greater Binghamton/Edwin A. Link Field","Binghamton, NY","United States",42.20833333,-75.97972222,1,
10578,"BGN","Bruggen Airport","Bruggen, West Germany","West Germany",51.20055556,6.13333333,0,
10578,"BGN","Bruggen Airport","Bruggen, Germany","Germany",51.20055556,6.13333333,0,
10578,"BGN","Bruggen Airport","Bruggen, Germany","Germany",51.19972222,6.13222222,1,
10579,"BGO","Flesland","Bergen, Norway","Norway",60.29361111,5.21944444,0,
10579,"BGO","Flesland","Bergen, Norway","Norway",60.29333333,5.21805556,1,
10580,"BGQ","Big Lake Airport","Big Lake, AK","United States",61.53583333,-149.81250000,0,
10580,"BGQ","Big Lake Airport","Big Lake, AK","United States",61.53611111,-149.81388889,0,
10580,"BGQ","Big Lake Airport","Big Lake, AK","United States",61.53472222,-149.81250000,1,
10581,"BGR","Bangor International","Bangor, ME","United States",44.80777778,-68.82777778,0,
10581,"BGR","Bangor International","Bangor, ME","United States",44.80750000,-68.82805556,1,
10582,"BGS","Big Spring McMahon-Wrinkle","Big Spring, TX","United States",32.21444444,-101.52500000,0,
10582,"BGS","Big Spring McMahon-Wrinkle","Big Spring, TX","United States",32.21250000,-101.52166667,1,
10583,"BGT","Bagdad Airport","Bagdad, AZ","United States",34.59333333,-113.17083333,0,
10583,"BGT","Bagdad Airport","Bagdad, AZ","United States",34.59583333,-113.17027778,0,
10583,"BGT","Bagdad Airport","Bagdad, AZ","United States",34.59277778,-113.17194444,1,
10584,"BGU","Bangassou Airport","Bangassou, Central African Republic","Central African Republic",4.78666667,22.78444444,0,
10584,"BGU","Bangassou Airport","Bangassou, Central African Republic","Central African Republic",4.78666667,22.78444444,0,
10584,"BGU","Bangassou Airport","Bangassou, Central African Republic","Central African Republic",4.78611111,22.78250000,1,
10585,"BGW","Muthanna","Baghdad, Iraq","Iraq",33.25555556,44.22500000,0,
10585,"BGW","Al Muthana","Baghdad, Iraq","Iraq",33.33277778,44.36388889,1,
10586,"BGX","Comandante Gustavo Kraemer","Bage, Brazil","Brazil",-31.39861111,-54.11250000,0,
10586,"BGX","Comandante Gustavo Kraemer","Bage, Brazil","Brazil",-31.39055556,-54.11222222,1,
10587,"BGY","Bergamo/Orio Al Serio","Bergamo, Italy","Italy",45.66833333,9.70027778,0,
10587,"BGY","Bergamo Orio Al Serio","Bergamo, Italy","Italy",45.67388889,9.70416667,0,
10587,"BGY","Bergamo Orio Al Serio","Bergamo, Italy","Italy",45.66888889,9.70416667,1,
10588,"BH1","Isa AB","Shaikh Isa, Bahrain","Bahrain",25.91833333,50.59055556,1,
10589,"BHB","Hancock County-Bar Harbor","Bar Harbor, ME","United States",44.44888889,-68.36166667,0,
10589,"BHB","Hancock County-Bar Harbor","Bar Harbor, ME","United States",44.44972222,-68.36166667,1,
10590,"BHC","Laughlin Bullhead International","Bullhead City, AZ","United States",35.16333333,-114.56444444,0,
10590,"IFP","Laughlin/Bullhead International","Bullhead City, AZ","United States",35.16444444,-114.56527778,0,
10590,"IFP","Laughlin/Bullhead International","Bullhead City, AZ","United States",35.15583333,-114.55944444,1,
10591,"BHD","Belfast City","Belfast, United Kingdom","United Kingdom",54.61722222,-5.87083333,0,
10591,"BHD","Belfast City","Belfast, United Kingdom","United Kingdom",54.61805556,-5.87250000,1,
10592,"BHE","Woodbourne","Blenheim, New Zealand","New Zealand",-41.51666667,173.87222222,0,
10592,"BHE","Woodbourne","Blenheim, New Zealand","New Zealand",-41.51777778,173.86944444,1,
10593,"BHG","Araslaya","Brus Laguna, Honduras","Honduras",15.73472222,-84.54333333,0,
10593,"BHG","Araslaya","Brus Laguna, Honduras","Honduras",15.73555556,-84.54250000,0,
10593,"BHG","Araslaya","Brus Laguna, Honduras","Honduras",15.73555556,-84.54277778,1,
10594,"BHH","Bisha Airport","Bisha, Saudi Arabia","Saudi Arabia",19.98611111,42.62500000,0,
10594,"BHH","Bisha Airport","Bisha, Saudi Arabia","Saudi Arabia",19.98416667,42.62305556,1,
10595,"BHI","Comandante Espora Nab","Bahia Blanca, Argentina","Argentina",-38.73055556,-62.15055556,0,
10595,"BHI","Comandante Espora","Bahia Blanca, Argentina","Argentina",-38.72555556,-62.16888889,1,
10596,"BHJ","Bhuj Airport","Bhuj, India","India",23.28750000,69.67055556,0,
10596,"BHJ","Bhuj Airport","Bhuj, India","India",23.28777778,69.67027778,0,
10596,"BHJ","Bhuj Airport","Bhuj, India","India",23.28805556,69.67027778,1,
10597,"BHK","Bukhara Airport","Bukhara, U.S.S.R.","U.S.S.R.",39.76666667,64.48333333,0,
10597,"BHK","Bukhara Airport","Bukhara, Uzbekistan","Uzbekistan",39.76666667,64.48333333,0,
10597,"BHK","Bukhara Airport","Bukhara, Uzbekistan","Uzbekistan",39.77527778,64.48222222,1,
10598,"BHL","Bahia de Los Angeles North","Bahia de Los Angeles, Mexico","Mexico",28.97555556,-113.56333333,0,
10598,"BHL","Bahia de Los Angeles North","Bahia de Los Angeles, Mexico","Mexico",28.97666667,-113.56027778,1,
10599,"BHM","Birmingham Airport","Birmingham, AL","United States",33.56305556,-86.75555556,0,
10599,"BHM","Birmingham International","Birmingham, AL","United States",33.56305556,-86.75555556,0,
10599,"BHM","Birmingham-Shuttlesworth International","Birmingham, AL","United States",33.56305556,-86.75555556,0,
10599,"BHM","Birmingham-Shuttlesworth International","Birmingham, AL","United States",33.56388889,-86.75222222,1,
10600,"BHN","Beihan Airport","Beihan, South Yemen","South Yemen",14.78055556,45.71833333,0,
